"","GS","ar1","ma1","lat","long","loglike","phi","phylum","kingdom","maxh"
"657","Melanoplus angustipennis",0.0311391330890796,0.0336047496604032,45,-93,0.310671601200312,-0.124297963151117,"Arthropoda","Metazoa",NA
"658","Melanoplus bivittatus",0.774135362421434,0.999871930284041,39,-97,0.310671601200312,1.63095217540425,"Arthropoda","Metazoa",NA
"659","Melanoplus bivittatus",0.94438557632766,0.999713612888365,39,-97,0.310671601200312,1.06859443373973,"Arthropoda","Metazoa",NA
"660","Melanoplus bivittatus",0.0900673330150212,0.119198034808281,45,-93,0.310671601200312,-0.0991104872684344,"Arthropoda","Metazoa",NA
"661","Melanoplus bivittatus",0.0696153774971226,0.99995534773127,39,-97,0.310671601200312,0.973276703965936,"Arthropoda","Metazoa",NA
"662","Melanoplus bivittatus",0.371714811903385,0.721306510652428,45,-93,0.310671601200312,0.243310459788541,"Arthropoda","Metazoa",NA
"663","Melanoplus bivittatus",0.575880308610383,0.998126708069144,39,-97,0.310671601200312,0.352093138024531,"Arthropoda","Metazoa",NA
"664","Melanoplus bivittatus",0.846184826689288,0.999989236649956,39,-97,0.310671601200312,2.0133785960227,"Arthropoda","Metazoa",NA
"665","Melanoplus bivittatus",0.280492616101691,0.382409315958311,45,-93,0.310671601200312,-0.396230160776461,"Arthropoda","Metazoa",NA
"666","Melanoplus bivittatus",0.597310239455728,0.99909849279602,39,-97,0.310671601200312,0.784012381725809,"Arthropoda","Metazoa",NA
"667","Melanoplus bivittatus",0.881007597002586,0.999508514181141,39,-97,0.310671601200312,0.41603331321102,"Arthropoda","Metazoa",NA
"668","Melanoplus bivittatus",0.403008363894503,0.998104143506942,45,-93,0.310671601200312,1.25741640194641,"Arthropoda","Metazoa",NA
"669","Melanoplus bivittatus",0.0094295805449005,0.00947063655536121,45,-93,0.310671601200312,-0.543096843398577,"Arthropoda","Metazoa",NA
"670","Melanoplus femurrubrum",0.948815337030955,0.999971965892631,39,-97,0.310671601200312,1.37402577707335,"Arthropoda","Metazoa",NA
"671","Melanoplus femurrubrum",0.598705777395778,0.999579652130733,39,-97,0.310671601200312,0.535275268144916,"Arthropoda","Metazoa",NA
"672","Melanoplus femurrubrum",0.85019269466594,0.999963529886404,39,-97,0.310671601200312,-0.076104245715553,"Arthropoda","Metazoa",NA
"673","Melanoplus femurrubrum",0.871183098027977,0.998635750032335,39,-97,0.310671601200312,0.392416657595796,"Arthropoda","Metazoa",NA
"674","Melanoplus femurrubrum",0.39139177519537,0.999912449538429,45,-93,0.310671601200312,1.01444565120874,"Arthropoda","Metazoa",NA
"675","Melanoplus femurrubrum",0.39491355962303,0.597969886320987,45,-93,0.310671601200312,0.164505236600181,"Arthropoda","Metazoa",NA
"676","Melanoplus femurrubrum",-0.835558889170536,-0.998754716226623,39,-97,0.310671601200312,0.403975237004843,"Arthropoda","Metazoa",NA
"677","Melanoplus femurrubrum",-0.0430784160686485,-0.048025695503072,39,-97,0.310671601200312,-0.165535951723181,"Arthropoda","Metazoa",NA
"678","Melanoplus femurrubrum",0.93332211749054,0.999473321360991,39,-97,0.310671601200312,0.475778456860225,"Arthropoda","Metazoa",NA
"679","Melanoplus femurrubrum",0.855550313808074,0.999554420695274,39,-97,0.310671601200312,0.284630720812383,"Arthropoda","Metazoa",NA
"680","Melanoplus femurrubrum",0.286324777828138,0.449750576941694,45,-93,0.310671601200312,0.431092666314376,"Arthropoda","Metazoa",NA
"681","Melanoplus femurrubrum",0.860232443216897,0.999494295036296,39,-97,0.310671601200312,0.264175395109968,"Arthropoda","Metazoa",NA
"682","Melanoplus femurrubrum",0.318333238657814,0.999813200047206,45,-93,0.310671601200312,0.439950206455217,"Arthropoda","Metazoa",NA
"683","Melanoplus keeleri",0.773097501962555,0.99991702086453,39,-97,0.310671601200312,-0.117846723204098,"Arthropoda","Metazoa",NA
"684","Melanoplus keeleri",0.770357413791883,0.998227058552419,39,-97,0.310671601200312,-0.119002084101195,"Arthropoda","Metazoa",NA
"685","Melanoplus keeleri",0.842543914234461,0.999773982937328,39,-97,0.310671601200312,0.234395244825753,"Arthropoda","Metazoa",NA
"686","Melanoplus keeleri",0.173858416495322,0.542682499433539,45,-93,0.310671601200312,-0.32709324962231,"Arthropoda","Metazoa",NA
"687","Melanoplus keeleri",0.56582186196009,0.995855107898618,39,-97,0.310671601200312,1.508836645099,"Arthropoda","Metazoa",NA
"688","Melanoplus keeleri",0.114451147179753,0.157484312480467,45,-93,0.310671601200312,-0.00639704469460982,"Arthropoda","Metazoa",NA
"689","Melanoplus keeleri",0.0307169702295255,0.0284102080631018,45,-93,0.310671601200312,0.148196345633444,"Arthropoda","Metazoa",NA
"690","Melanoplus keeleri",0.824304493455773,0.573966853444717,39,-97,0.310671601200312,0.402658112563015,"Arthropoda","Metazoa",NA
"691","Melanoplus keeleri",0.880859303648904,0.999999974034323,39,-97,0.310671601200312,0.118197485572026,"Arthropoda","Metazoa",NA
"692","Melanoplus keeleri",0.433153634804079,0.533571105385152,45,-93,0.310671601200312,0.464418832593321,"Arthropoda","Metazoa",NA
"693","Melanoplus keeleri",0.599404486707926,0.999997355818623,45,-93,0.310671601200312,0.964646321058111,"Arthropoda","Metazoa",NA
"694","Melanoplus keeleri",0.900976155423029,0.998806302299209,39,-97,0.310671601200312,23.1836751827578,"Arthropoda","Metazoa",NA
"695","Melanoplus keeleri",0.477129881682161,0.999983498630977,39,-97,0.310671601200312,0.777453591300814,"Arthropoda","Metazoa",NA
"696","Melanoplus keeleri",0.860555207531891,0.999968882861243,39,-97,0.310671601200312,-0.202051626425544,"Arthropoda","Metazoa",NA
"697","Melanoplus keeleri",0.442404053006177,0.602931227221928,39,-97,0.310671601200312,0.886652185215902,"Arthropoda","Metazoa",NA
"698","Melanoplus keeleri",0.850284230524601,0.999445733619,39,-97,0.310671601200312,0.868259540648329,"Arthropoda","Metazoa",NA
"699","Melanoplus keeleri",0.213435502548258,0.241891219554522,39,-97,0.310671601200312,0.156856399538377,"Arthropoda","Metazoa",NA
"700","Melanoplus keeleri",-0.925293377621897,-0.999581014052013,39,-97,0.310671601200312,22.5807293677154,"Arthropoda","Metazoa",NA
"701","Melanoplus keeleri",0.864518904447549,0.999995790550772,39,-97,0.310671601200312,24.7474153127229,"Arthropoda","Metazoa",NA
"702","Melanoplus sanguinipes",0.654743310733612,0.999835328746363,45,-93,0.310671601200312,0.808675788259151,"Arthropoda","Metazoa",NA
"703","Melanoplus sanguinipes",0.189530262610145,0.248450653024199,45,-93,0.310671601200312,0.381704943826781,"Arthropoda","Metazoa",NA
"704","Melanoplus scudderi",0.91120048635969,0.992584165071113,39,-97,0.310671601200312,3.56645624570645,"Arthropoda","Metazoa",NA
"705","Melanoplus scudderi",0.444997543368628,0.99999976841908,39,-97,0.310671601200312,1.7404106544019,"Arthropoda","Metazoa",NA
"706","Melanoplus scudderi",0.535882418169782,0.247256005300783,39,-97,0.310671601200312,0.0474064713286353,"Arthropoda","Metazoa",NA
"707","Melanoplus scudderi",0.879622460901015,0.999844114933613,39,-97,0.310671601200312,0.144126105768221,"Arthropoda","Metazoa",NA
"708","Melanoplus scudderi",0.933247260250152,0.999998441532437,39,-97,0.310671601200312,0.253218368460601,"Arthropoda","Metazoa",NA
"709","Melanoplus scudderi",0.374565714969977,0.738857448889697,39,-97,0.310671601200312,-0.094105993096741,"Arthropoda","Metazoa",NA
"710","Melanoplus scudderi",0.336159942290544,0.528872399508412,39,-97,0.310671601200312,0.913327900670674,"Arthropoda","Metazoa",NA
"711","Melanoplus scudderi",0.291654550816013,0.37145296881082,39,-97,0.310671601200312,0.238521047593676,"Arthropoda","Metazoa",NA
"712","Meles anakuma",0.611698626523879,0.999993389745669,35,136,0.310671601200312,0.524146412839376,"Chordata","Metazoa",NA
"713","Mermiria bivittata",0.91947827245208,0.999925091769336,39,-97,0.310671601200312,0.999564055823324,"Arthropoda","Metazoa",NA
"714","Mermiria bivittata",0.880040132585565,0.999643826542431,39,-97,0.310671601200312,0.878555540588794,"Arthropoda","Metazoa",NA
"715","Mermiria bivittata",0.89232155111127,0.99999678340175,39,-97,0.310671601200312,0.273516881011888,"Arthropoda","Metazoa",NA
"716","Mermiria bivittata",0.892681685814717,0.999618856432191,39,-97,0.310671601200312,0.505130002116774,"Arthropoda","Metazoa",NA
"717","Mesocyclops edax",0.243539799357933,0.301750540498166,46,-90,0.310671601200312,0.536965483668617,"Arthropoda","Metazoa",NA
"718","Mesocyclops edax",0.395255181374232,0.352384834138969,43,-89,0.310671601200312,1.01183778050436,"Arthropoda","Metazoa",NA
"719","Mesocyclops leuckarti",0.35038956806926,0.321668044530147,47,9,0.310671601200312,0.760870268836083,"Arthropoda","Metazoa",NA
"720","Mesocyclops sp",0.39062683832849,0.344504898404906,47,9,0.310671601200312,0.619018099036795,NA,NA,NA
"721","Mesoligia furuncula",0.612429319020506,0.999998626241561,56,13,0.310671601200312,0.40388303147058,"Arthropoda","Metazoa",NA
"722","Mesosagitta minima",0.673634680385735,0.9999991038824,-31,116,0.310671601200312,2.06840791119769,"Chaetognatha","Metazoa",NA
"723","Microcystis aeruginosa",0.260490754120335,0.225520549882429,43,-89,0.310671601200312,0.669467161294914,"Cyanobacteria",NA,NA
"724","Micropogonias furnieri",0.335026587538572,0.190134410300681,-23,-43,0.310671601200312,1.00426666572059,"Chordata","Metazoa",NA
"725","Micropogonias furnieri",0.168743921842308,0.0852192873966769,-23,-43,0.310671601200312,0.261220363950256,"Chordata","Metazoa",NA
"726","Microsetella norvegica",0.495513909057511,0.398911884590647,-34,151,0.310671601200312,0.573184540351021,"Arthropoda","Metazoa",NA
"727","Microsetella norvegica",0.40077440756389,0.479807351741742,-27,154,0.310671601200312,0.756365712788476,"Arthropoda","Metazoa",NA
"728","Microsetella rosea",0.18278686972365,0.193118244973938,-22,114,0.310671601200312,0.368141624311023,"Arthropoda","Metazoa",NA
"729","Milvus migrans",-0.114638383823044,-0.0805719462759399,35,140,0.310671601200312,-0.57093497466316,"Chordata","Metazoa",NA
"730","Mimosa nuttallii",-0.40650495187635,-0.089957467417345,39,-97,-19.0238119811404,1.32459057037723,"Streptophyta","Viridiplantae",NA
"731","Mimosa nuttallii",-0.869841502439565,-0.724102337427434,39,-97,7.09161598904525,1.28983881743585,"Streptophyta","Viridiplantae",NA
"732","Minutocellus sp",0.820215258484407,0.99952959330323,-38,145,0.310671601200312,0.53136870199627,"Bacillariophyta",NA,NA
"733","Mirificarma mulinella",0.743032463899641,0.99986768115257,56,13,0.310671601200312,-0.0907976782245544,"Arthropoda","Metazoa",NA
"734","Mompha epilobiellla",-0.127640500523704,-0.135442076419511,56,13,0.310671601200312,0.460492123181535,NA,NA,NA
"735","Monostyla lunaris",0.325309076698914,0.7375599848507,46,-90,0.310671601200312,-0.214925145335824,NA,NA,NA
"736","Monostyla lunaris",0.160889945939436,0.177581088538821,46,-90,0.310671601200312,0.332077799103552,NA,NA,NA
"737","Monostyla sp",0.0874175082798929,0.0862000232425923,46,-90,0.310671601200312,0.177721904043236,NA,NA,NA
"738","Motacilla grandis",0.534976147979331,0.999995351346396,35,136,0.310671601200312,0.663936502430609,"Chordata","Metazoa",NA
"739","Motacilla grandis",-0.52376590448207,-0.998283111727629,35,136,0.310671601200312,0.038973898655177,"Chordata","Metazoa",NA
"740","Mytilus galloprovincialis",0.88720777771849,0.718744488298656,43,10,0.310671601200312,0.581967319474362,"Mollusca","Metazoa",NA
"741","Nannocalanus minor",-0.329702213650208,-0.264173880194824,-27,154,0.310671601200312,-0.360943063577703,"Arthropoda","Metazoa",NA
"742","Navicula sp",0.306047524067538,0.204140899958807,-38,145,0.310671601200312,0.638261321890698,"Bacillariophyta",NA,NA
"743","Neochanna apoda",0.606598397013537,0.741012083828727,-43,171,0.310671601200312,-0.0470476106414578,"Chordata","Metazoa",NA
"744","Neochanna apoda",0.892599625328495,0.999999752888573,-42,172,0.310671601200312,1.01692847548596,"Chordata","Metazoa",NA
"745","Neochanna burrowsius",0.644340957699005,0.421878192700179,-45,171,0.310671601200312,0.781220445521065,"Chordata","Metazoa",NA
"746","Neochanna burrowsius",-0.152631538961256,-0.193674643482058,-44,172,0.310671601200312,-0.541270866929988,"Chordata","Metazoa",NA
"747","Neochanna burrowsius",0.805878814106927,0.999999586500985,-43,172,0.310671601200312,0.905113461686083,"Chordata","Metazoa",NA
"748","Neotoma albigula",0.833448256602462,0.999855600603078,33,-107,0.310671601200312,-0.04889416935547,"Chordata","Metazoa",NA
"749","Neozapus insignis",0.85401285250075,0.999911639937548,40,-79,0.310671601200312,0.159409288546208,NA,NA,NA
"750","Neozapus insignis",0.693063273605677,0.998031697545634,40,-79,0.310671601200312,0.434435481799652,NA,NA,NA
"751","Neozapus insignis",-0.900315884835562,-0.999257641549801,40,-79,10.1509925561604,0.38271145051839,NA,NA,NA
"752","Neozapus insignis",-0.829059543904294,-0.998325468176243,40,-79,8.5518817449638,0.290422381996124,NA,NA,NA
"753","Neozapus insignis",0.490833599380908,0.999999534241836,40,-79,0.310671601200312,0.658874866002372,NA,NA,NA
"754","Neozapus insignis",0.891395749207637,0.999999482375659,40,-79,0.310671601200312,0.0214705876631677,NA,NA,NA
"755","Neozapus insignis",0.745665404580894,0.999980581337784,40,-79,14.6685316182271,0.742107049448489,NA,NA,NA
"756","Neozapus insignis",0.691226775612273,0.997299798110662,40,-79,9.18455892240258,-0.168471333160028,NA,NA,NA
"757","Nitzschia acicularis",0.767023647678427,0.999004812405807,43,-89,13.5300635648494,0.15625840518443,"Bacillariophyta",NA,NA
"758","Nitzschia sp",0.363067316718605,0.999994271482987,-36,151,0.310671601200312,1.19013513674523,"Bacillariophyta",NA,NA
"759","Nitzschia sp",0.263806575413021,0.245616311445385,-38,145,0.310671601200312,0.634991175896636,"Bacillariophyta",NA,NA
"760","Nitzschia sp",0.609428884976365,0.999999768009513,-36,148,0.310671601200312,1.2115639506213,"Bacillariophyta",NA,NA
"761","Noctua fimbriata",0.447608948623169,0.994169768150498,56,13,0.310671601200312,0.563605668616596,"Arthropoda","Metazoa",NA
"762","Noctua janthe",-0.406755378262567,-0.433156423608331,56,13,0.310671601200312,-0.503687950606491,"Arthropoda","Metazoa",NA
"763","Notholca sp",0.679443033924008,0.999993273397911,46,-90,0.310671601200312,1.30151835268998,NA,NA,NA
"764","Noturus miurus",0.922187603208295,0.999915099575016,40,-87,0.310671601200312,1.83478728756135,"Chordata","Metazoa",NA
"765","Numenius madagascariensis",-2.87308843383016e-08,0,33,130,0.310671601200312,-0.46998407123136,"Chordata","Metazoa",NA
"766","Nyctereutes procyonoides",0.525108645821142,0.542287939485052,33,132,0.310671601200312,0.400630083618087,"Chordata","Metazoa",NA
"767","Oecanthus undet",0.043462611108849,0.045224701207361,45,-93,0.310671601200312,-0.468912815283686,NA,NA,NA
"768","Oecanthus undet",0.0982371232794767,0.0743459305070882,45,-93,0.310671601200312,-0.0229165118469705,NA,NA,NA
"769","Oecanthus undet",0.654995260970613,0.999954429622651,45,-93,0.310671601200312,0.694871905721998,NA,NA,NA
"770","Oecanthus undet",0.200431839442531,0.197725832808597,45,-93,0.310671601200312,0.0691547876516806,NA,NA,NA
"771","Oecanthus undet",0.553459209885073,0.999953943511801,45,-93,0.310671601200312,1.04529446994295,NA,NA,NA
"772","Oecanthus undet",0.0643599349852699,0.0609156942667763,45,-93,0.310671601200312,-0.294359541151231,NA,NA,NA
"773","Oikopleuridae ",0.147718421430728,0.156077815946701,-34,151,0.310671601200312,0.0840424544349605,"Chordata","Metazoa",NA
"774","Oithona atlantica",-0.244470858412377,-0.121858829545223,-27,154,0.310671601200312,-0.724966467577487,"Arthropoda","Metazoa",NA
"775","Oithona plumifera",-0.703120132184763,-0.772465080708498,-34,151,0.310671601200312,0.00649553736306438,"Arthropoda","Metazoa",NA
"776","Oithona simplex",0.736689006928565,0.999990828799895,-22,114,0.310671601200312,0.172999837497726,"Arthropoda","Metazoa",NA
"777","Oithona sp2",0.51648730834775,0.877352478853646,-34,151,0.310671601200312,1.16780838655008,NA,NA,NA
"778","Oithona sp4",0.262231702028744,0.208852516307942,-34,151,0.310671601200312,0.415308028278562,NA,NA,NA
"779","Oncaea clevei",0.1694095545104,0.107995160915657,-34,151,0.310671601200312,0.148656853827119,NA,NA,NA
"780","Oncaea media",0.999990657826536,0.649324982966163,-32,115,0.310671601200312,2.78438399659546,"Arthropoda","Metazoa",NA
"781","Oncaea mediterranea",0.195655838922726,0.305323255703423,-27,154,0.310671601200312,-0.0626146973841617,"Arthropoda","Metazoa",NA
"782","Oncaea mediterranea",0.38661133829233,0.378772468255133,-34,151,0.310671601200312,1.06119549191132,"Arthropoda","Metazoa",NA
"783","Oncaea sp",0.641308616414833,0.999990992002595,-36,136,0.310671601200312,1.35705502331753,NA,NA,NA
"784","Oncaea sp",0.407336940888497,0.346037154882238,-32,115,0.310671601200312,0.570581630751506,NA,NA,NA
"785","Oncaea sp",0.7601560552798,0.999998172613026,-43,148,0.310671601200312,0.254288238227345,NA,NA,NA
"786","Oncaea sp",0.509666170449429,0.371868429205332,-34,151,0.310671601200312,0.965704670437003,NA,NA,NA
"787","Oncaea venusta",0.359497873541964,0.290648635569613,-34,151,0.310671601200312,0.408911714058187,"Arthropoda","Metazoa",NA
"788","Onychomys leucogaster",0.833310865367115,0.991933007875071,41,-105,0.310671601200312,0.791876102715547,"Chordata","Metazoa",NA
"789","Ophiuroidea sp",0.909268630747948,0.999672817627012,35,-123,0.310671601200312,1.72682803629365,NA,NA,NA
"790","Opisthograptis luteolata",0.132803652173532,0.228986113800834,56,13,0.310671601200312,-0.197971996427864,"Arthropoda","Metazoa",NA
"791","Orphulella speciosa",0.474198770560684,0.670936163411467,39,-97,0.310671601200312,0.706797772216323,"Arthropoda","Metazoa",NA
"792","Orphulella speciosa",0.899728137643393,0.999945998634837,39,-97,0.310671601200312,0.862598421656944,"Arthropoda","Metazoa",NA
"793","Orphulella speciosa",0.965885315789793,0.998542963305318,39,-97,0.310671601200312,26.8372106131197,"Arthropoda","Metazoa",NA
"794","Orphulella speciosa",0.507514028875931,0.999997870056196,39,-97,0.310671601200312,0.245730815667052,"Arthropoda","Metazoa",NA
"795","Orphulella speciosa",0.832796335467519,0.99998514807231,39,-97,0.310671601200312,-0.0048436035959074,"Arthropoda","Metazoa",NA
"796","Orphulella speciosa",0.584077506372777,0.631830775492185,39,-97,0.310671601200312,0.367042594696256,"Arthropoda","Metazoa",NA
"797","Orphulella speciosa",0.890432092483455,0.999999379647744,39,-97,0.310671601200312,0.824033865709305,"Arthropoda","Metazoa",NA
"798","Orphulella speciosa",0.858770620897732,0.999426240012925,39,-97,0.310671601200312,0.111807540113327,"Arthropoda","Metazoa",NA
"799","Orphulella speciosa",0.878679866140496,0.999997106758152,39,-97,0.310671601200312,0.514598612188974,"Arthropoda","Metazoa",NA
"800","Orphulella speciosa",0.811599879878912,0.998087318521986,39,-97,0.310671601200312,0.0453786067866105,"Arthropoda","Metazoa",NA
"801","Orphulella speciosa",0.999999938882058,0.999958262294202,39,-97,0.310671601200312,24.3593196155202,"Arthropoda","Metazoa",NA
"802","Orphulella speciosa",0.807611064294616,0.999779362414416,39,-97,0.310671601200312,0.820360167283437,"Arthropoda","Metazoa",NA
"803","Orphulella speciosa",0.905554523840167,0.99999013002832,39,-97,0.310671601200312,0.852553870870891,"Arthropoda","Metazoa",NA
"804","Orphulella speciosa",0.934403664570733,0.999999819043465,39,-97,0.310671601200312,1.45550226709931,"Arthropoda","Metazoa",NA
"805","Orthopristis ruber",0.333786425794163,0.336165643333529,-23,-43,0.310671601200312,0.569435436521374,"Chordata","Metazoa",NA
"806","Orthopygia glaucinalis",0.277622040169271,0.336522174591453,56,13,0.310671601200312,0.275698854004799,"Arthropoda","Metazoa",NA
"807","Oscillatoria limnetica",0.366349239318883,0.331695613153858,43,-89,149.944695993533,0.768476222505749,"Cyanobacteria",NA,NA
"808","Oscillatoria limnetica",0.520475081553083,0.472399758647298,43,-89,0.310671601200312,0.900852492104327,"Cyanobacteria",NA,NA
"809","Ostracod ",0.424399378723739,0.823336768019484,-34,151,0.310671601200312,0.72772597714558,NA,NA,NA
"810","Ostracod ",0.44098355462462,0.521523938871899,-32,115,0.310671601200312,1.31776990345475,NA,NA,NA
"811","Oxalis stricta",0.937814152890856,0.999753572361063,39,-97,-6.47749371622254,0.808796982891221,"Streptophyta","Viridiplantae",0.5
"812","Pagrus pagrus",0.830747411005197,0.999995602903011,33,-79,0.310671601200312,0.865068145782217,"Chordata","Metazoa",NA
"813","Panicum virgatum",-0.778545365265913,-0.999933210604479,39,-97,0.876467475519689,-0.332087511405069,"Streptophyta","Viridiplantae",0.807142857142857
"814","Panicum virgatum",0.827673933177661,0.998446283595191,39,-97,-12.5564392864535,0.410014480059048,"Streptophyta","Viridiplantae",0.807142857142857
"815","Panicum virgatum",-0.226095046143184,-0.238995405230387,39,-97,-8.45236566972611,0.597776666841096,"Streptophyta","Viridiplantae",0.807142857142857
"816","Panicum virgatum",0.909855846141151,0.999704005192133,39,-97,-2.11567022420324,1.21324751499334,"Streptophyta","Viridiplantae",0.807142857142857
"817","Panicum virgatum",0.966637203148827,0.997896833578722,39,-97,8.47814206215404,4.60274672381339,"Streptophyta","Viridiplantae",0.807142857142857
"818","Panicum virgatum",0.0792242891337802,0.0770841077932319,39,-97,1.24756655107406,0.93099077358251,"Streptophyta","Viridiplantae",0.807142857142857
"819","Panicum virgatum",-0.978231428787624,-0.999985051881309,39,-97,6.19277430613247,5.2450560635569,"Streptophyta","Viridiplantae",0.807142857142857
"820","Panicum virgatum",-0.640457691230825,-0.941597826538109,39,-97,7.37924477950322,-0.189984244813464,"Streptophyta","Viridiplantae",0.807142857142857
"821","Panicum virgatum",0.915713708012273,0.996689869722866,39,-97,-0.221574155656,1.59099541708232,"Streptophyta","Viridiplantae",0.807142857142857
"822","Panicum virgatum",0.339996585323461,0.250865770963553,39,-97,-9.14063070212715,23.0548517883427,"Streptophyta","Viridiplantae",0.807142857142857
"823","Panicum virgatum",0.922318218808729,0.998257578749791,39,-97,6.45894083373365,0.785023208610142,"Streptophyta","Viridiplantae",0.807142857142857
"824","Panicum virgatum",0.934916988419036,0.999985544035407,39,-97,-8.40840266314332,0.998289110637391,"Streptophyta","Viridiplantae",0.807142857142857
"825","Panicum virgatum",0.81958180753583,0.214381367111823,39,-97,13.8100692739841,0.690176432284104,"Streptophyta","Viridiplantae",0.807142857142857
"826","Panicum virgatum",-0.818944367910654,-0.987033360242578,39,-97,-8.70269560115294,0.253994249371735,"Streptophyta","Viridiplantae",0.807142857142857
"827","Paracalanus aculeatus",0.64748859568429,0.656346664808133,-22,114,0.310671601200312,1.52553121829203,"Arthropoda","Metazoa",NA
"828","Paracalanus indicus",0.149853875338313,0.158984451936814,-43,148,0.310671601200312,-0.754635841719365,"Arthropoda","Metazoa",NA
"829","Paracalanus indicus",0.594177038938943,0.999992808492154,-36,136,0.310671601200312,23.1202912246692,"Arthropoda","Metazoa",NA
"830","Parachronistis albiceps",0.112136239984171,0.113496182863976,56,13,0.310671601200312,-0.253463654015078,"Arthropoda","Metazoa",NA
"831","Paralabrax clathratus",0.416791646898593,0.284577044377323,34,-120,0.310671601200312,0.629058202358926,"Chordata","Metazoa",NA
"832","Paralabrax clathratus",-0.34145487420716,-0.185552629593634,34,-120,0.310671601200312,0.316791973405771,"Chordata","Metazoa",NA
"833","Parantica aglea",-0.737993378519153,-0.999998501828617,21,105,0.310671601200312,-0.369185784948063,"Arthropoda","Metazoa",NA
"834","Parantica sita",0.707945782686876,0.999940374853801,21,105,0.310671601200312,1.6357563682271,"Arthropoda","Metazoa",NA
"835","Parantica sita",0.582283867034763,0.999983978233461,21,105,0.310671601200312,23.2059496071123,"Arthropoda","Metazoa",NA
"836","Pardalophora apiculata",0.0224622282842445,0.0216559297731089,45,-93,0.310671601200312,0.186914352838392,"Arthropoda","Metazoa",NA
"837","Pardalophora apiculata",0.239356362881519,0.304630894964517,45,-93,0.310671601200312,0.183089729785281,"Arthropoda","Metazoa",NA
"838","Parus minor",0.580529604110979,0.999998666786845,39,141,0.310671601200312,0.416455213757077,"Chordata","Metazoa",NA
"839","Parus minor",0.547996073571144,0.99999991032803,35,137,0.310671601200312,0.913946060329484,"Chordata","Metazoa",NA
"840","Parus minor",0.197189918058132,0.196452259172181,33,133,0.310671601200312,-0.921076318324891,"Chordata","Metazoa",NA
"841","Passer montanus",0.289615461560115,0.335700732249072,36,140,0.310671601200312,0.012788207478501,"Chordata","Metazoa",NA
"842","Passer montanus",-0.78135715782339,-0.999943734696448,40,141,0.310671601200312,0.245701261078055,"Chordata","Metazoa",NA
"843","Passer montanus",0.594936477198341,0.999947794802712,33,132,0.310671601200312,1.12305499974222,"Chordata","Metazoa",NA
"844","Passer montanus",0.510743932497198,0.997753448289499,35,136,0.310671601200312,0.586499036166302,"Chordata","Metazoa",NA
"845","Passer montanus",0.101852422440841,0.0901635152153389,36,139,0.310671601200312,-0.0531378333701593,"Chordata","Metazoa",NA
"846","Patagioenas squamosa",0.866113955019389,0.64645812971509,18,-65,0.310671601200312,1.04727626379973,"Chordata","Metazoa",NA
"847","Patagioenas squamosa",-0.764283226271769,-0.999086766668134,18,-65,0.310671601200312,0.280991950489098,"Chordata","Metazoa",NA
"848","Patella rustica",-0.156396263839486,-0.0893917652367184,43,10,0.310671601200312,-0.53585727043256,"Mollusca","Metazoa",NA
"849","Patella sp",-0.0527242199471768,-0.0306298048245019,43,10,0.310671601200312,-0.233685597342133,"Mollusca","Metazoa",NA
"850","Peribatodes rhomboidaria",0.450368946774954,0.614000873905978,56,13,0.310671601200312,0.329013047280534,"Arthropoda","Metazoa",NA
"851","Pericrocotus divaricatus",0.491515993589003,0.56096899997663,27,128,0.310671601200312,0.271687890154784,"Chordata","Metazoa",NA
"852","Peromyscus leucopus",0.428047303785685,0.406718312350408,40,-79,61.075011082349,0.688308365822144,"Chordata","Metazoa",NA
"853","Peromyscus leucopus",0.398708608079599,0.356796982472217,40,-79,0.310671601200312,0.984861007118779,"Chordata","Metazoa",NA
"854","Peromyscus leucopus",-0.113254107475338,-0.09783953820742,40,-79,0.310671601200312,-0.298171815459314,"Chordata","Metazoa",NA
"855","Peromyscus leucopus",0.50196513484809,0.538729154353571,40,-79,102.04455721521,0.403693308575368,"Chordata","Metazoa",NA
"856","Peromyscus leucopus",0.88451749033842,0.998402350332266,40,-79,0.310671601200312,0.0563284370846483,"Chordata","Metazoa",NA
"857","Peromyscus leucopus",0.748046295355457,0.999617528241499,40,-79,17.5061445323725,1.13313057445197,"Chordata","Metazoa",NA
"858","Peromyscus leucopus",0.560943921595582,0.418953208120305,40,-79,21.0188848897313,0.909586813027319,"Chordata","Metazoa",NA
"859","Peromyscus leucopus",-0.49229074060898,-0.992885501815085,40,-79,24.1633889589678,0.219348843202442,"Chordata","Metazoa",NA
"860","Peromyscus leucopus",0.675151271260432,0.999770243663372,40,-79,0.310671601200312,0.327857468257516,"Chordata","Metazoa",NA
"861","Peromyscus leucopus",0.370196044168918,0.282769970736155,40,-79,91.0550136865969,0.871681994115631,"Chordata","Metazoa",NA
"862","Peromyscus leucopus",0.226720159442968,0.189750484503725,40,-79,69.893443607763,0.417556611559017,"Chordata","Metazoa",NA
"863","Peromyscus leucopus",0.813455866844932,0.999054580143762,40,-79,13.7858260074162,1.68601442233342,"Chordata","Metazoa",NA
"864","Peromyscus leucopus",0.328903770338544,0.291849899995634,40,-79,0.310671601200312,0.371309911464426,"Chordata","Metazoa",NA
"865","Peromyscus leucopus",0.553100350563039,0.999365790786815,40,-79,17.0413508662945,-0.0389302318843166,"Chordata","Metazoa",NA
